site,refMLH,refHesperia,text,municipality,province,material,medium,writing_direction,technique,signary,dual_system,separators,dating,municipality_latitude,municipality_longitude,province_latitude,province_longitude,dating_min,dating_max,dating_mean,dating_width,clean_text,material_cat,material_cat_code,medium_cat,medium_cat_code,writing_direction_cat_code,technique_cat,technique_cat_code,signary_cat,signary_cat_code,dual_system_cat,dual_system_cat_code,separators_cat,separators_cat_code
Ilerda,D.,L.08.02,bin++[---],Lleida,Lleida,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Primera mitad del s. I a.C.,41.55176243,0.70439548,42.0,1.17,-100.0,-51.0,-75.5,49.0,bin++[---],CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Empúries,C.01.01,GI.10.03,------ [---]+++ke[---] [---]inti · tan+[---] [---]+ke · koŕnel+[---] [---]ite · ika+[---] [---] · s[---] ------,L'Escala,Girona,PIEDRA,LAPIDA,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,rombos,"Simón Cornago (2013, 157): siglo I a.C. Rodríguez Ramos (2004, 207): 200 - 50 a.C.",42.12467235,3.13299609,42.17,2.67,-200.0,-50.0,-125.0,150.0,[---]+++ge[---] [---]indi · dan+[---] [---]+ge · goŕnel+[---] [---]ide · iga+[---] [---] · s[---],PIEDRA,2,LAPIDA,5,1,INCISION,1,LEVANTINO,1,NO DUAL,1,MISC.,7
Empúries,C.01.02,GI.10.04,------ [---]tineoś[---] [---]+tikirsakaŕ [---]++i[---]r ------,L'Escala,Girona,PIEDRA,LAPIDA,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglo I a.C.,42.12467235,3.13299609,42.17,2.67,-100.0,-1.0,-50.5,99.0,[---]dineoś[---] [---]+digirsagaŕ [---]++i[---]r,PIEDRA,2,LAPIDA,5,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Empúries,C.01.03,GI.10.05,------ [---]+[---] [---]ko:ne[---] [---]+rśar[---] [---]s:[---] ------,L'Escala,Girona,PIEDRA,LAPIDA,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,un punto,Siglo I a.C.,42.12467235,3.13299609,42.17,2.67,-100.0,-1.0,-50.5,99.0,[---]+[---] [---]go:ne[---] [---]+rśar[---] [---]s:[---],PIEDRA,2,LAPIDA,5,1,INCISION,1,LEVANTINO,1,NO DUAL,1,UN PUNTO,6
El Turó dels Oriols,C.07.17.S1,B.44.15,ata,Cabrera de Mar,Barcelona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Mediados s. II - mediados s. I a.C.,41.52804539,2.39258336,41.45,2.08,-175.0,-26.0,-100.5,149.0,ada,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Les Soleies,C.38.01.S1,B.15.02,beịḳạṇkine,Collbató,Barcelona,CERAMICA,Ánfora,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Desconocida.,41.57016377,1.82790997,41.45,2.08,-500.0,120.0,-190.0,620.0,beịg̣ạṇgine,CERAMICA,1,ÁNFORA,7,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
El Castell de Cornellà,C.37.01.S1,B.39.01,a) iunia b) bo,Cornellà,Barcelona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,,"Siglos II - I a.C., puede que algo posterior",41.35546934,2.07013202,41.45,2.08,-200.0,-1.0,-100.5,199.0,iunia,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,,2
El Mas Castellar,C.03.07.S1,GI.08.13,ọli (vac) ti,Pontós,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,Incisión ante coctionem,LEVANTINO,NO DUAL,CARECE,Último cuarto del s. III a.C.,42.18676382,2.91760272,42.17,2.67,-226.0,-202.0,-214.0,24.0,ọli di,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Jardí Park,C.30.05.S1,B.43.05,lauŕko,Premià de Dalt,Barcelona,CERAMICA,Dolium,DEXTROGIRA,IMPRESO,LEVANTINO,NO DUAL,CARECE,Siglo I a. C.,41.50802045,2.34158045,41.45,2.08,-100.0,-1.0,-50.5,99.0,lauŕgo,CERAMICA,1,DOLIUM,20,1,IMPRESO,3,LEVANTINO,1,NO DUAL,1,CARECE,1
La Cadira del Bisbe,C.30.02.S1,B.43.02,[---]teḿr,Premià de Dalt,Barcelona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglo V - II a.C.,41.50802045,2.34158045,41.45,2.08,-500.0,-101.0,-300.5,399.0,[---]deḿr,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Els Guíxols,C.39.01.S1,GI.19.01,bil,Sant Feliu de Guíxols,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,,Finales s. II - comienzos s. I a.C.,41.78042564,3.02869534,42.17,2.67,-121.0,-81.0,-101.0,40.0,bil,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,,2
Can Feu,C.40.01.S1,B.18.01,[bakaś]utaŕte,Sant Quirze del Vallès,Barcelona,CERAMICA,RECIPIENTE,DEXTROGIRA,IMPRESO,LEVANTINO,NO DUAL,CARECE,Primer cuarto del s. I a.C.,41.53329124,2.08098195,41.45,2.08,-100.0,-76.0,-88.0,24.0,bagaśudaŕde,CERAMICA,1,RECIPIENTE,1,1,IMPRESO,3,LEVANTINO,1,NO DUAL,1,CARECE,1
Masmolets,C.18.11.S1,T.03.01,nio,Valls,Tarragona,CERAMICA,Ánfora,DEXTROGIRA,IMPRESO,LEVANTINO,NO DUAL,CARECE,Finales s. I a C o principios s. I a C.,41.2838885,1.2473842,41.17,1.0,-100.0,-1.0,-50.5,99.0,nio,CERAMICA,1,ÁNFORA,7,1,IMPRESO,3,LEVANTINO,1,NO DUAL,1,CARECE,1
El Camp de les Lloses,D.01.02.S1,B.04.01,beŕbaiekinetiḿi,Tona,Barcelona,PLOMO,TESERA,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Último tercio del s. II - comienzos s. I a.C.,41.55414605,2.40073304,41.45,2.08,-134.0,-81.0,-107.5,53.0,beŕbaieginediḿi,PLOMO,3,TESERA,4,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Empúries,C.01.04,GI.10.06,------ [---]ta+ltanki[---] [---]lakiniki[---],L'Escala,Girona,PIEDRA,LAPIDA,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglo I a.C.,42.12467235,3.13299609,42.17,2.67,-100.0,-1.0,-50.5,99.0,[---]da+ldangi[---] [---]laginigi[---],PIEDRA,2,LAPIDA,5,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Empúries,C.01.05,GI.10.10,lakeŕeiar:tuŕ+ baisebilos:beleśta banar:oŕ+[---]++ enatilar,L'Escala,Girona,PLOMO,LAMINA/PLANCHA,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,UN PUNTO,Mediados s. II - mediados s. I a.C.,42.12467235,3.13299609,42.17,2.67,-175.0,-26.0,-100.5,149.0,lageŕeiar:duŕ+ baisebilos:beleśda banar:oŕ+[---]++ enadilar,PLOMO,3,LAMINA/PLANCHA,2,1,INCISION,1,LEVANTINO,1,NO DUAL,1,UN PUNTO,6
Empúries,C.01.06 = EMP II,GI.10.12,A): naḻḇe̱sosin lakun uralaśg̱a̱ŕ agaśdigeŕ sigen+++ aŕ̲dakalebalgeaŕ++ +dalon B): sikeunin ilagodinebaṯa̱n abaṯu̱lḵa̱ṯu̱ŕabanui,L'Escala,Girona,PLOMO,LAMINA/PLANCHA,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Finales s. III - comienzos s. II a.C.,42.12467235,3.13299609,42.17,2.67,-221.0,-181.0,-201.0,40.0,: naḻḇe̱sosin lakun uralaśg̱a̱ŕ agaśdigeŕ sigen+++ aŕ̲dakalebalgeaŕ++ +dalon,PLOMO,3,LAMINA/PLANCHA,2,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
Empúries,C.01.06 = EMP II,GI.10.12,A): naḻḇe̱sosin lakun uralaśg̱a̱ŕ agaśdigeŕ sigen+++ aŕ̲dakalebalgeaŕ++ +dalon B): sikeunin ilagodinebaṯa̱n abaṯu̱lḵa̱ṯu̱ŕabanui,L'Escala,Girona,PLOMO,LAMINA/PLANCHA,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Finales s. III - comienzos s. II a.C.,42.12467235,3.13299609,42.17,2.67,-221.0,-181.0,-201.0,40.0,: sikeunin ilagodinebaṯa̱n abaṯu̱lḵa̱ṯu̱ŕabanui,PLOMO,3,LAMINA/PLANCHA,2,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
Empúries,C.01.07,GI.10.13,bintaŕe,L'Escala,Girona,PIEDRA,Colgante,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Insegura: siglos II - I a.C.,42.12467235,3.13299609,42.17,2.67,-200.0,-1.0,-100.5,199.0,bindaŕe,PIEDRA,2,COLGANTE,28,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Empúries,C.01.08,GI.10.14,sorseideŕketaiḿi,L'Escala,Girona,PIEDRA,PESO?,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Siglo III - comienzos del s. II a.C.,42.12467235,3.13299609,42.17,2.67,-300.0,-181.0,-240.5,119.0,sorseideŕketaiḿi,PIEDRA,2,MISC.,6,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
Empúries,C.01.09,GI.10.15,a): goŕotiginai b): u̱ḵa̱ḻ c): auŕgeŕen,L'Escala,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Siglo IV a.C.,42.12467235,3.13299609,42.17,2.67,-400.0,-301.0,-350.5,99.0,: goŕotiginai,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
Empúries,C.01.09,GI.10.15,a): goŕotiginai b): u̱ḵa̱ḻ c): auŕgeŕen,L'Escala,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Siglo IV a.C.,42.12467235,3.13299609,42.17,2.67,-400.0,-301.0,-350.5,99.0,: u̱ḵa̱ḻ,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
Empúries,C.01.09,GI.10.15,a): goŕotiginai b): u̱ḵa̱ḻ c): auŕgeŕen,L'Escala,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Siglo IV a.C.,42.12467235,3.13299609,42.17,2.67,-400.0,-301.0,-350.5,99.0,: auŕgeŕen,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
Empúries,C.01.10,GI.10.28,ultibeleś,L'Escala,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Segunda mitad del s. II a.C.,42.12467235,3.13299609,42.17,2.67,-150.0,-101.0,-125.5,49.0,uldibeleś,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Empúries,C.01.11,GI.10.22,balkar[---],L'Escala,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Mediados s. II - mediados s. I a.C.,42.12467235,3.13299609,42.17,2.67,-175.0,-26.0,-100.5,149.0,balgar[---],CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Empúries,C.01.16,GI.10.24,a) ka b) noa? c) bin d) oka?,L'Escala,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglo II - mediados s. I a.C.,42.12467235,3.13299609,42.17,2.67,-200.0,-26.0,-113.0,174.0,noa,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Empúries,C.01.16,GI.10.24,a) ka b) noa? c) bin d) oka?,L'Escala,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglo II - mediados s. I a.C.,42.12467235,3.13299609,42.17,2.67,-200.0,-26.0,-113.0,174.0,bin,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Empúries,C.01.16,GI.10.24,a) ka b) noa? c) bin d) oka?,L'Escala,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglo II - mediados s. I a.C.,42.12467235,3.13299609,42.17,2.67,-200.0,-26.0,-113.0,174.0,oga,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Empúries,C.01.17,GI.10.23,ben,L'Escala,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Mediados s. II - mediados s. I a.C.,42.12467235,3.13299609,42.17,2.67,-175.0,-26.0,-100.5,149.0,ben,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Empúries,C.01.22,GI.10.31,a) takoe b) otin,L'Escala,Girona,CERAMICA,TESERA,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglos II - I a.C.,42.12467235,3.13299609,42.17,2.67,-200.0,-1.0,-100.5,199.0,dagoe,CERAMICA,1,TESERA,4,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Empúries,C.01.22,GI.10.31,a) takoe b) otin,L'Escala,Girona,CERAMICA,TESERA,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglos II - I a.C.,42.12467235,3.13299609,42.17,2.67,-200.0,-1.0,-100.5,199.0,odin,CERAMICA,1,TESERA,4,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
Empúries,C.01.23,GI.10.32,a) bin b) en,L'Escala,Girona,BRONCE,TESERA,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglos II - I a.C.,42.12467235,3.13299609,42.17,2.67,-200.0,-1.0,-100.5,199.0,bin,BRONCE,4,TESERA,4,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
El Puig de Sant Andreu,C.02.01,GI.15.01,[---]bibeŕ+[---],Ullastret,Girona,PIEDRA,ESTRUC. ARQUIT.,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Anterior a mediados del s. IV a.C.,42.00043051,3.06867893,42.17,2.67,-500.0,-326.0,-413.0,174.0,[---]bibeŕ+[---],PIEDRA,2,ESTRUC. ARQUIT.,15,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
El Puig de Sant Andreu,C.02.02,GI.15.02,[---]i,Ullastret,Girona,PIEDRA,ESTRUC. ARQUIT.,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Anterior a mediados del s. IV a.C.,42.00043051,3.06867893,42.17,2.67,-500.0,-326.0,-413.0,174.0,[---]i,PIEDRA,2,ESTRUC. ARQUIT.,15,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
El Puig de Sant Andreu,C.02.03,GI.15.04,A: ar:basiaŕebe ebaŕikame:tuikesiŕa:borste:abaŕgeborste:teŕ diŕs:baidesbi:neitegeŕu:taŕbelioŕku:timoŕ kiŕ:bardaśko:anbeiku:baidesir:salduko:kuletabeŕku+ bigildiŕste:eŕeśu:kodibanen:eberga:taśkaliŕs 5 loŕsa:batibi:biuŕtaneś:saldugileŕku:gi B: badaŕun:atabager:abaśager:tasbeŕiun:erna:borakau,Ullastret,Girona,PLOMO,LAMINA/PLANCHA,DEXTROGIRA,INCISION,LEVANTINO,DUAL,DOS PUNTOS,Finales del s. III o comienzos del II a.C.,42.00043051,3.06867893,42.17,2.67,-221.0,-101.0,-161.0,120.0,ar:basiaŕebe ebaŕikame:tuikesiŕa:borste:abaŕgeborste:teŕ diŕs:baidesbi:neitegeŕu:taŕbelioŕku:timoŕ kiŕ:bardaśko:anbeiku:baidesir:salduko:kuletabeŕku+ bigildiŕste:eŕeśu:kodibanen:eberga:taśkaliŕs loŕsa:batibi:biuŕtaneś:saldugileŕku:gi,PLOMO,3,LAMINA/PLANCHA,2,1,INCISION,1,LEVANTINO,1,DUAL,2,DOS PUNTOS,3
El Puig de Sant Andreu,C.02.03,GI.15.04,A: ar:basiaŕebe ebaŕikame:tuikesiŕa:borste:abaŕgeborste:teŕ diŕs:baidesbi:neitegeŕu:taŕbelioŕku:timoŕ kiŕ:bardaśko:anbeiku:baidesir:salduko:kuletabeŕku+ bigildiŕste:eŕeśu:kodibanen:eberga:taśkaliŕs 5 loŕsa:batibi:biuŕtaneś:saldugileŕku:gi B: badaŕun:atabager:abaśager:tasbeŕiun:erna:borakau,Ullastret,Girona,PLOMO,LAMINA/PLANCHA,DEXTROGIRA,INCISION,LEVANTINO,DUAL,DOS PUNTOS,Finales del s. III o comienzos del II a.C.,42.00043051,3.06867893,42.17,2.67,-221.0,-101.0,-161.0,120.0,badaŕun:atabager:abaśager:tasbeŕiun:erna:borakau,PLOMO,3,LAMINA/PLANCHA,2,1,INCISION,1,LEVANTINO,1,DUAL,2,DOS PUNTOS,3
El Puig de Sant Andreu,C.02.04,GI.15.05,aŕka(+)ibe[ biuŕau[ eteso - - -]+s[ - - -]tar[ +biuŕso ++ biuŕtibaś lauŕdo eteśuŕ ie I I I I[-]o -]te+[- -]++,Ullastret,Girona,PLOMO,LAMINA/PLANCHA,DEXTROGIRA,INCISION,LEVANTINO,DUAL,,Segunda mitad del s. IV - comienzos s. III a.C.,42.00043051,3.06867893,42.17,2.67,-350.0,-281.0,-315.5,69.0,aŕka+ibe[ biuŕau[ eteso [---]+s[---]tar[ +biuŕso ++ biuŕtibaś lauŕdo eteśuŕ ie I I I I+o [---]te+[---]++,PLOMO,3,LAMINA/PLANCHA,2,1,INCISION,1,LEVANTINO,1,DUAL,2,,2
El Puig de Sant Andreu,C.02.05,GI.15.06,unibelo[ baitaś:tegar[ goroiker[ tortinai[,Ullastret,Girona,PLOMO,LAMINA/PLANCHA,DEXTROGIRA,INCISION,LEVANTINO,DUAL,TRES PUNTOS,Siglo IV a.C.,42.00043051,3.06867893,42.17,2.67,-400.0,-301.0,-350.5,99.0,unibelo[ baitaś:tegar[ goroiker[ tortinai[,PLOMO,3,LAMINA/PLANCHA,2,1,INCISION,1,LEVANTINO,1,DUAL,2,TRES PUNTOS,4
El Puig de Sant Andreu,C.02.06,GI.15.07,aŕgi[ bideu[ okano[ śal[,Ullastret,Girona,PLOMO,LAMINA/PLANCHA,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Aprox. 275 - 200 a.C.,42.00043051,3.06867893,42.17,2.67,-275.0,-200.0,-237.5,75.0,aŕgi[ bideu[ okano[ śal[,PLOMO,3,LAMINA/PLANCHA,2,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
El Puig de Sant Andreu,C.02.07,GI.15.08,is[ si[,Ullastret,Girona,PLOMO,LAMINA/PLANCHA,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Aprox. 275 - 200 a.C.,42.00043051,3.06867893,42.17,2.67,-275.0,-200.0,-237.5,75.0,is[ si[,PLOMO,3,LAMINA/PLANCHA,2,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
El Puig de Sant Andreu,C.02.08,GI.15.09,1 neitiniunstir 2 anbaikabalika 3 ilbikon 4 +ŕkelki 5 koen (vac) ekiaŕakerbikir (vac) ban 6 auskeikaŕ,Ullastret,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglos V - IV a.C.,42.00043051,3.06867893,42.17,2.67,-500.0,-301.0,-400.5,199.0,neidiniunsdir anbaigabaliga ilbigon +ŕgelgi goen egiaŕagerbigir ban ausgeigaŕ,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
El Puig de Sant Andreu,C.02.09,GI.15.10,agiṯi̱gem,Ullastret,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Siglos V - IV a.C.,42.00043051,3.06867893,42.17,2.67,-500.0,-301.0,-400.5,199.0,agiṯi̱gem,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
El Puig de Sant Andreu,C.02.10,GI.15.26,a) otikiŕtekeŕ b) su,Ullastret,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglos V - IV a.C.,42.00043051,3.06867893,42.17,2.67,-500.0,-301.0,-400.5,199.0,odigiŕdegeŕ,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
El Puig de Sant Andreu,C.02.11,GI.15.19,ildiŕbaś,Ullastret,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Siglos V - IV a.C.,42.00043051,3.06867893,42.17,2.67,-500.0,-301.0,-400.5,199.0,ildiŕbaś,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
El Puig de Sant Andreu,C.02.12,GI.15.12,bardoin,Ullastret,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Siglos V - IV a.C.,42.00043051,3.06867893,42.17,2.67,-500.0,-301.0,-400.5,199.0,bardoin,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
El Puig de Sant Andreu,C.02.13,GI.15.22,keltaio,Ullastret,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Siglos V - IV a.C.,42.00043051,3.06867893,42.17,2.67,-500.0,-301.0,-400.5,199.0,keltaio,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
El Puig de Sant Andreu,C.02.14,GI.15.23,kośi,Ullastret,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Siglos V - IV a.C.,42.00043051,3.06867893,42.17,2.67,-500.0,-301.0,-400.5,199.0,kośi,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
El Puig de Sant Andreu,C.02.15,GI.15.25,otami[---],Ullastret,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Siglos V - IV a.C.,42.00043051,3.06867893,42.17,2.67,-500.0,-301.0,-400.5,199.0,otami[---],CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
El Puig de Sant Andreu,C.02.16,GI.15.53,osaton,Ullastret,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Indeterminada.,42.00043051,3.06867893,42.17,2.67,-500.0,120.0,-190.0,620.0,osaton,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
El Puig de Sant Andreu,C.02.17,GI.15.18,biuŕbedin,Ullastret,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Siglos V - IV a.C.,42.00043051,3.06867893,42.17,2.67,-500.0,-301.0,-400.5,199.0,biuŕbedin,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
El Puig de Sant Andreu,C.02.18,GI.15.32,tataŕba,Ullastret,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Siglos V - IV a.C.,42.00043051,3.06867893,42.17,2.67,-500.0,-301.0,-400.5,199.0,tataŕba,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
El Puig de Sant Andreu,C.02.19,GI.15.31,taŕtolobaiketabam,Ullastret,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Siglos V - IV a.C.,42.00043051,3.06867893,42.17,2.67,-500.0,-301.0,-400.5,199.0,taŕtolobaiketabam,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
El Puig de Sant Andreu,C.02.20,GI.15.27,selgiti[.]+,Ullastret,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Siglos V - IV a.C.,42.00043051,3.06867893,42.17,2.67,-500.0,-301.0,-400.5,199.0,selgiti++,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
El Puig de Sant Andreu,C.02.21,GI.15.33,a) tibaśbir b) o,Ullastret,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Siglos V - IV a.C.,42.00043051,3.06867893,42.17,2.67,-500.0,-301.0,-400.5,199.0,tibaśbir,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
El Puig de Sant Andreu,C.02.22,GI.15.15,beteśkongili+,Ullastret,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Siglos V - IV a.C.,42.00043051,3.06867893,42.17,2.67,-500.0,-301.0,-400.5,199.0,beteśkongili+,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
El Puig de Sant Andreu,C.02.23,GI.15.16,bikibelseśko[---],Ullastret,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Siglos V - IV a.C.,42.00043051,3.06867893,42.17,2.67,-500.0,-301.0,-400.5,199.0,bikibelseśko[---],CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
El Puig de Sant Andreu,C.02.24,GI.15.21,gelbada,Ullastret,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,DUAL,CARECE,Siglos V - IV a.C.,42.00043051,3.06867893,42.17,2.67,-500.0,-301.0,-400.5,199.0,gelbada,CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,DUAL,2,CARECE,1
El Puig de Sant Andreu,C.02.25,GI.15.24,laisbe[---],Ullastret,Girona,CERAMICA,RECIPIENTE,DEXTROGIRA,INCISION,LEVANTINO,NO DUAL,CARECE,Siglos V - IV a.C.,42.00043051,3.06867893,42.17,2.67,-500.0,-301.0,-400.5,199.0,laisbe[---],CERAMICA,1,RECIPIENTE,1,1,INCISION,1,LEVANTINO,1,NO DUAL,1,CARECE,1
